Datetime,Open,High,Low,Close,Split
2023-06-02 12:23:00+01:00,1.076658010482788,1.076658010482788,1.076658010482788,1.076658010482788,1.0
2023-06-02 12:24:00+01:00,1.076658010482788,1.076658010482788,1.076658010482788,1.076658010482788,1.0
2023-06-02 12:25:00+01:00,1.076774001121521,1.076774001121521,1.076774001121521,1.076774001121521,1.0
2023-06-02 12:26:00+01:00,1.076774001121521,1.076774001121521,1.076774001121521,1.076774001121521,1.0
2023-06-02 12:27:00+01:00,1.0771219730377197,1.0771219730377197,1.0771219730377197,1.0771219730377197,1.0
2023-06-02 12:28:00+01:00,1.0768898725509644,1.0768898725509644,1.0768898725509644,1.0768898725509644,1.0
2023-06-02 12:29:00+01:00,1.0770059823989868,1.0770059823989868,1.0770059823989868,1.0770059823989868,1.0
2023-06-02 12:30:00+01:00,1.0768898725509644,1.0768898725509644,1.0768898725509644,1.0768898725509644,1.0
2023-06-02 12:31:00+01:00,1.0768898725509644,1.0768898725509644,1.0768898725509644,1.0768898725509644,1.0
2023-06-02 12:32:00+01:00,1.0773539543151855,1.0773539543151855,1.0773539543151855,1.0773539543151855,1.0
2023-06-02 12:33:00+01:00,1.0771219730377197,1.0771219730377197,1.0771219730377197,1.0771219730377197,1.0
2023-06-02 12:34:00+01:00,1.0768898725509644,1.0768898725509644,1.0768898725509644,1.0768898725509644,1.0
2023-06-02 12:35:00+01:00,1.0770059823989868,1.0770059823989868,1.0770059823989868,1.0770059823989868,1.0
2023-06-02 12:36:00+01:00,1.0768898725509644,1.0768898725509644,1.0768898725509644,1.0768898725509644,1.0
2023-06-02 12:37:00+01:00,1.0768898725509644,1.0768898725509644,1.0768898725509644,1.0768898725509644,1.0
2023-06-02 12:39:00+01:00,1.0771219730377197,1.0771219730377197,1.0771219730377197,1.0771219730377197,1.0
2023-06-02 12:40:00+01:00,1.0768898725509644,1.0768898725509644,1.0768898725509644,1.0768898725509644,1.0
2023-06-02 12:41:00+01:00,1.0768898725509644,1.0768898725509644,1.0768898725509644,1.0768898725509644,1.0
2023-06-02 12:42:00+01:00,1.0770059823989868,1.0770059823989868,1.0770059823989868,1.0770059823989868,1.0
2023-06-02 12:43:00+01:00,1.0770059823989868,1.0770059823989868,1.0770059823989868,1.0770059823989868,1.0
2023-06-02 12:44:00+01:00,1.0770059823989868,1.0770059823989868,1.0770059823989868,1.0770059823989868,1.0
2023-06-02 12:45:00+01:00,1.0768898725509644,1.0768898725509644,1.0768898725509644,1.0768898725509644,1.0
2023-06-02 12:46:00+01:00,1.0770059823989868,1.0770059823989868,1.0770059823989868,1.0770059823989868,1.0
2023-06-02 12:47:00+01:00,1.076774001121521,1.076774001121521,1.076774001121521,1.076774001121521,1.0
2023-06-02 12:48:00+01:00,1.076774001121521,1.076774001121521,1.076774001121521,1.076774001121521,1.0
2023-06-02 12:49:00+01:00,1.076774001121521,1.076774001121521,1.076774001121521,1.076774001121521,1.0
2023-06-02 12:50:00+01:00,1.076774001121521,1.076774001121521,1.076774001121521,1.076774001121521,1.0
2023-06-02 12:51:00+01:00,1.0765421390533447,1.0765421390533447,1.0765421390533447,1.0765421390533447,1.0
2023-06-02 12:52:00+01:00,1.0765421390533447,1.0765421390533447,1.0765421390533447,1.0765421390533447,1.0
2023-06-02 12:53:00+01:00,1.076310396194458,1.076310396194458,1.076310396194458,1.076310396194458,1.0
2023-06-02 12:54:00+01:00,1.076310396194458,1.076310396194458,1.076310396194458,1.076310396194458,1.0
2023-06-02 12:55:00+01:00,1.076310396194458,1.076310396194458,1.076310396194458,1.076310396194458,1.0
2023-06-02 12:56:00+01:00,1.076774001121521,1.076774001121521,1.076774001121521,1.076774001121521,1.0
2023-06-02 12:57:00+01:00,1.076310396194458,1.076310396194458,1.076310396194458,1.076310396194458,1.0
2023-06-02 12:58:00+01:00,1.0761945247650146,1.0761945247650146,1.0761945247650146,1.0761945247650146,1.0
2023-06-02 12:59:00+01:00,1.0761945247650146,1.0761945247650146,1.0761945247650146,1.0761945247650146,1.0
2023-06-02 13:00:00+01:00,1.076310396194458,1.076310396194458,1.076310396194458,1.076310396194458,1.0
2023-06-02 13:01:00+01:00,1.076310396194458,1.076310396194458,1.076310396194458,1.076310396194458,1.0
2023-06-02 13:02:00+01:00,1.0764262676239014,1.0764262676239014,1.0764262676239014,1.0764262676239014,1.0
2023-06-02 13:03:00+01:00,1.0765421390533447,1.0765421390533447,1.0765421390533447,1.0765421390533447,1.0
2023-06-02 13:04:00+01:00,1.0765421390533447,1.0765421390533447,1.0765421390533447,1.0765421390533447,1.0
2023-06-02 13:05:00+01:00,1.0765421390533447,1.0765421390533447,1.0765421390533447,1.0765421390533447,1.0
2023-06-02 13:06:00+01:00,1.0765421390533447,1.0765421390533447,1.0765421390533447,1.0765421390533447,1.0
2023-06-02 13:07:00+01:00,1.0765421390533447,1.0765421390533447,1.0765421390533447,1.0765421390533447,1.0
2023-06-02 13:08:00+01:00,1.0765421390533447,1.0765421390533447,1.0765421390533447,1.0765421390533447,1.0
2023-06-02 13:09:00+01:00,1.0770059823989868,1.0770059823989868,1.0770059823989868,1.0770059823989868,1.0
2023-06-02 13:10:00+01:00,1.076658010482788,1.076658010482788,1.076658010482788,1.076658010482788,1.0
2023-06-02 13:11:00+01:00,1.076658010482788,1.076658010482788,1.076658010482788,1.076658010482788,1.0
2023-06-02 13:12:00+01:00,1.0765421390533447,1.0765421390533447,1.0765421390533447,1.0765421390533447,1.0
2023-06-02 13:13:00+01:00,1.0764262676239014,1.0764262676239014,1.0764262676239014,1.0764262676239014,1.0
2023-06-02 13:14:00+01:00,1.0764262676239014,1.0764262676239014,1.0764262676239014,1.0764262676239014,1.0
2023-06-02 13:15:00+01:00,1.0765421390533447,1.0765421390533447,1.0765421390533447,1.0765421390533447,1.0
2023-06-02 13:16:00+01:00,1.076658010482788,1.076658010482788,1.076658010482788,1.076658010482788,1.0
2023-06-02 13:17:00+01:00,1.0765421390533447,1.0765421390533447,1.0765421390533447,1.0765421390533447,1.0
2023-06-02 13:18:00+01:00,1.0764262676239014,1.0764262676239014,1.0764262676239014,1.0764262676239014,1.0
2023-06-02 13:19:00+01:00,1.0764262676239014,1.0764262676239014,1.0764262676239014,1.0764262676239014,1.0
2023-06-02 13:20:00+01:00,1.0761945247650146,1.0761945247650146,1.0761945247650146,1.0761945247650146,1.0
2023-06-02 13:21:00+01:00,1.0761945247650146,1.0761945247650146,1.0761945247650146,1.0761945247650146,1.0
2023-06-02 13:22:00+01:00,1.076658010482788,1.076658010482788,1.076658010482788,1.076658010482788,1.0
2023-06-02 13:23:00+01:00,1.0760787725448608,1.0760787725448608,1.0760787725448608,1.0760787725448608,1.0
2023-06-02 13:24:00+01:00,1.0761945247650146,1.0761945247650146,1.0761945247650146,1.0761945247650146,1.0
2023-06-02 13:25:00+01:00,1.0764262676239014,1.0764262676239014,1.0764262676239014,1.0764262676239014,1.0
2023-06-02 13:26:00+01:00,1.0768898725509644,1.0768898725509644,1.0768898725509644,1.0768898725509644,1.0
2023-06-02 13:27:00+01:00,1.076658010482788,1.076658010482788,1.076658010482788,1.076658010482788,1.0
2023-06-02 13:28:00+01:00,1.076658010482788,1.076658010482788,1.076658010482788,1.076658010482788,1.0
2023-06-02 13:29:00+01:00,1.076658010482788,1.076658010482788,1.076658010482788,1.076658010482788,1.0
2023-06-02 13:30:00+01:00,1.0758472681045532,1.0758472681045532,1.0758472681045532,1.0758472681045532,1.0
2023-06-02 13:31:00+01:00,1.0750375986099243,1.0750375986099243,1.0750375986099243,1.0750375986099243,1.0
2023-06-02 13:32:00+01:00,1.0749220848083496,1.0749220848083496,1.0749220848083496,1.0749220848083496,1.0
2023-06-02 13:33:00+01:00,1.075384497642517,1.075384497642517,1.075384497642517,1.075384497642517,1.0
2023-06-02 13:34:00+01:00,1.0761945247650146,1.0761945247650146,1.0761945247650146,1.0761945247650146,1.0
2023-06-02 13:35:00+01:00,1.0759629011154175,1.0759629011154175,1.0759629011154175,1.0759629011154175,1.0
2023-06-02 13:36:00+01:00,1.0760787725448608,1.0760787725448608,1.0760787725448608,1.0760787725448608,1.0
2023-06-02 13:37:00+01:00,1.0764262676239014,1.0764262676239014,1.0764262676239014,1.0764262676239014,1.0
2023-06-02 13:38:00+01:00,1.076774001121521,1.076774001121521,1.076774001121521,1.076774001121521,1.0
2023-06-02 13:39:00+01:00,1.0764262676239014,1.0764262676239014,1.0764262676239014,1.0764262676239014,1.0
2023-06-02 13:40:00+01:00,1.0765421390533447,1.0765421390533447,1.0765421390533447,1.0765421390533447,1.0
2023-06-02 13:41:00+01:00,1.0764262676239014,1.0764262676239014,1.0764262676239014,1.0764262676239014,1.0
2023-06-02 13:42:00+01:00,1.0757315158843994,1.0757315158843994,1.0757315158843994,1.0757315158843994,1.0
2023-06-02 13:43:00+01:00,1.0757315158843994,1.0757315158843994,1.0757315158843994,1.0757315158843994,1.0
2023-06-02 13:44:00+01:00,1.0749220848083496,1.0749220848083496,1.0749220848083496,1.0749220848083496,1.0
2023-06-02 13:45:00+01:00,1.0749220848083496,1.0749220848083496,1.0749220848083496,1.0749220848083496,1.0
2023-06-02 13:46:00+01:00,1.0750375986099243,1.0750375986099243,1.0750375986099243,1.0750375986099243,1.0
2023-06-02 13:47:00+01:00,1.0751532316207886,1.0751532316207886,1.0751532316207886,1.0751532316207886,1.0
2023-06-02 13:48:00+01:00,1.0750375986099243,1.0750375986099243,1.0750375986099243,1.0750375986099243,1.0
2023-06-02 13:49:00+01:00,1.0749220848083496,1.0749220848083496,1.0749220848083496,1.0749220848083496,1.0
2023-06-02 13:50:00+01:00,1.0745755434036255,1.0745755434036255,1.0745755434036255,1.0745755434036255,1.0
2023-06-02 13:51:00+01:00,1.0742292404174805,1.0742292404174805,1.0742292404174805,1.0742292404174805,1.0
2023-06-02 13:52:00+01:00,1.0741138458251953,1.0741138458251953,1.0741138458251953,1.0741138458251953,1.0
2023-06-02 13:53:00+01:00,1.0744600296020508,1.0744600296020508,1.0744600296020508,1.0744600296020508,1.0
2023-06-02 13:54:00+01:00,1.074806571006775,1.074806571006775,1.074806571006775,1.074806571006775,1.0
2023-06-02 13:55:00+01:00,1.0746910572052002,1.0746910572052002,1.0746910572052002,1.0746910572052002,1.0
2023-06-02 13:56:00+01:00,1.0746910572052002,1.0746910572052002,1.0746910572052002,1.0746910572052002,1.0
2023-06-02 13:57:00+01:00,1.0749220848083496,1.0749220848083496,1.0749220848083496,1.0749220848083496,1.0
2023-06-02 13:58:00+01:00,1.0750375986099243,1.0750375986099243,1.0750375986099243,1.0750375986099243,1.0
2023-06-02 13:59:00+01:00,1.0750375986099243,1.0750375986099243,1.0750375986099243,1.0750375986099243,1.0
2023-06-02 14:00:00+01:00,1.0750375986099243,1.0750375986099243,1.0750375986099243,1.0750375986099243,1.0
2023-06-02 14:01:00+01:00,1.075384497642517,1.075384497642517,1.075384497642517,1.075384497642517,1.0
2023-06-02 14:02:00+01:00,1.0757315158843994,1.0757315158843994,1.0757315158843994,1.0757315158843994,1.0
2023-06-02 14:03:00+01:00,1.0760787725448608,1.0760787725448608,1.0760787725448608,1.0760787725448608,1.0
2023-06-02 14:04:00+01:00,1.0758472681045532,1.0758472681045532,1.0758472681045532,1.0758472681045532,1.0
2023-06-02 14:05:00+01:00,1.0760787725448608,1.0760787725448608,1.0760787725448608,1.0760787725448608,1.0
2023-06-02 14:06:00+01:00,1.0764262676239014,1.0764262676239014,1.0764262676239014,1.0764262676239014,1.0
2023-06-02 14:07:00+01:00,1.0764262676239014,1.0764262676239014,1.0764262676239014,1.0764262676239014,1.0
2023-06-02 14:08:00+01:00,1.0764262676239014,1.0764262676239014,1.0764262676239014,1.0764262676239014,1.0
2023-06-02 14:09:00+01:00,1.0761945247650146,1.0761945247650146,1.0761945247650146,1.0761945247650146,1.0
2023-06-02 14:10:00+01:00,1.076310396194458,1.076310396194458,1.076310396194458,1.076310396194458,1.0
2023-06-02 14:11:00+01:00,1.0759629011154175,1.0759629011154175,1.0759629011154175,1.0759629011154175,1.0
2023-06-02 14:12:00+01:00,1.0759629011154175,1.0759629011154175,1.0759629011154175,1.0759629011154175,1.0
2023-06-02 14:13:00+01:00,1.0757315158843994,1.0757315158843994,1.0757315158843994,1.0757315158843994,1.0
2023-06-02 14:14:00+01:00,1.0757315158843994,1.0757315158843994,1.0757315158843994,1.0757315158843994,1.0
2023-06-02 14:15:00+01:00,1.0759629011154175,1.0759629011154175,1.0759629011154175,1.0759629011154175,1.0
2023-06-02 14:16:00+01:00,1.0758472681045532,1.0758472681045532,1.0758472681045532,1.0758472681045532,1.0
2023-06-02 14:17:00+01:00,1.0757315158843994,1.0757315158843994,1.0757315158843994,1.0757315158843994,1.0
2023-06-02 14:18:00+01:00,1.0757315158843994,1.0757315158843994,1.0757315158843994,1.0757315158843994,1.0
2023-06-02 14:19:00+01:00,1.0757315158843994,1.0757315158843994,1.0757315158843994,1.0757315158843994,1.0
2023-06-02 14:20:00+01:00,1.0758472681045532,1.0758472681045532,1.0758472681045532,1.0758472681045532,1.0
2023-06-02 14:21:00+01:00,1.0758472681045532,1.0758472681045532,1.0758472681045532,1.0758472681045532,1.0
2023-06-02 14:22:00+01:00,1.0758472681045532,1.0758472681045532,1.0758472681045532,1.0758472681045532,1.0
2023-06-02 14:23:00+01:00,1.0759629011154175,1.0759629011154175,1.0759629011154175,1.0759629011154175,1.0
2023-06-02 14:24:00+01:00,1.0761945247650146,1.0761945247650146,1.0761945247650146,1.0761945247650146,1.0
2023-06-02 14:25:00+01:00,1.0765421390533447,1.0765421390533447,1.0765421390533447,1.0765421390533447,1.0
2023-06-02 14:26:00+01:00,1.0771219730377197,1.0771219730377197,1.0771219730377197,1.0771219730377197,1.0
2023-06-02 14:27:00+01:00,1.0768898725509644,1.0768898725509644,1.0768898725509644,1.0768898725509644,1.0
2023-06-02 14:28:00+01:00,1.0770059823989868,1.0770059823989868,1.0770059823989868,1.0770059823989868,1.0
2023-06-02 14:29:00+01:00,1.0770059823989868,1.0770059823989868,1.0770059823989868,1.0770059823989868,1.0
2023-06-02 14:30:00+01:00,1.0770059823989868,1.0770059823989868,1.0770059823989868,1.0770059823989868,1.0
2023-06-02 14:31:00+01:00,1.0772379636764526,1.0772379636764526,1.0772379636764526,1.0772379636764526,1.0
2023-06-02 14:32:00+01:00,1.0771219730377197,1.0771219730377197,1.0771219730377197,1.0771219730377197,1.0
2023-06-02 14:33:00+01:00,1.0771219730377197,1.0771219730377197,1.0771219730377197,1.0771219730377197,1.0
2023-06-02 14:34:00+01:00,1.0771219730377197,1.0771219730377197,1.0771219730377197,1.0771219730377197,1.0
2023-06-02 14:35:00+01:00,1.0770059823989868,1.0770059823989868,1.0770059823989868,1.0770059823989868,1.0
2023-06-02 14:36:00+01:00,1.0770059823989868,1.0770059823989868,1.0770059823989868,1.0770059823989868,1.0
2023-06-02 14:37:00+01:00,1.076774001121521,1.076774001121521,1.076774001121521,1.076774001121521,1.0
2023-06-02 14:38:00+01:00,1.0765421390533447,1.0765421390533447,1.0765421390533447,1.0765421390533447,1.0
2023-06-02 14:39:00+01:00,1.0765421390533447,1.0765421390533447,1.0765421390533447,1.0765421390533447,1.0
2023-06-02 14:40:00+01:00,1.0764262676239014,1.0764262676239014,1.0764262676239014,1.0764262676239014,1.0
2023-06-02 14:41:00+01:00,1.076310396194458,1.076310396194458,1.076310396194458,1.076310396194458,1.0
2023-06-02 14:42:00+01:00,1.0764262676239014,1.0764262676239014,1.0764262676239014,1.0764262676239014,1.0
2023-06-02 14:43:00+01:00,1.076310396194458,1.076310396194458,1.076310396194458,1.076310396194458,1.0
2023-06-02 14:44:00+01:00,1.076310396194458,1.076310396194458,1.076310396194458,1.076310396194458,1.0
2023-06-02 14:45:00+01:00,1.0757315158843994,1.0757315158843994,1.0757315158843994,1.0757315158843994,1.0
2023-06-02 14:46:00+01:00,1.075384497642517,1.075384497642517,1.075384497642517,1.075384497642517,1.0
2023-06-02 14:47:00+01:00,1.0751532316207886,1.0751532316207886,1.0751532316207886,1.0751532316207886,1.0
2023-06-02 14:48:00+01:00,1.0751532316207886,1.0751532316207886,1.0751532316207886,1.0751532316207886,1.0
2023-06-02 14:49:00+01:00,1.0752688646316528,1.0752688646316528,1.0752688646316528,1.0752688646316528,1.0
2023-06-02 14:50:00+01:00,1.074806571006775,1.074806571006775,1.074806571006775,1.074806571006775,1.0
2023-06-02 14:51:00+01:00,1.0749220848083496,1.0749220848083496,1.0749220848083496,1.0749220848083496,1.0
2023-06-02 14:52:00+01:00,1.0752688646316528,1.0752688646316528,1.0752688646316528,1.0752688646316528,1.0
2023-06-02 14:53:00+01:00,1.0749220848083496,1.0749220848083496,1.0749220848083496,1.0749220848083496,1.0
2023-06-02 14:54:00+01:00,1.0749220848083496,1.0749220848083496,1.0749220848083496,1.0749220848083496,1.0
2023-06-02 14:55:00+01:00,1.0749220848083496,1.0749220848083496,1.0749220848083496,1.0749220848083496,1.0
2023-06-02 14:56:00+01:00,1.0746910572052002,1.0746910572052002,1.0746910572052002,1.0746910572052002,1.0
2023-06-02 14:57:00+01:00,1.0749220848083496,1.0749220848083496,1.0749220848083496,1.0749220848083496,1.0
2023-06-02 14:58:00+01:00,1.0744600296020508,1.0744600296020508,1.0744600296020508,1.0744600296020508,1.0
2023-06-02 14:59:00+01:00,1.0744600296020508,1.0744600296020508,1.0744600296020508,1.0744600296020508,1.0
2023-06-02 15:00:00+01:00,1.0746910572052002,1.0746910572052002,1.0746910572052002,1.0746910572052002,1.0
2023-06-02 15:01:00+01:00,1.0749220848083496,1.0749220848083496,1.0749220848083496,1.0749220848083496,1.0
2023-06-02 15:02:00+01:00,1.0750375986099243,1.0750375986099243,1.0750375986099243,1.0750375986099243,1.0
2023-06-02 15:03:00+01:00,1.0750375986099243,1.0750375986099243,1.0750375986099243,1.0750375986099243,1.0
2023-06-02 15:04:00+01:00,1.0751532316207886,1.0751532316207886,1.0751532316207886,1.0751532316207886,1.0
2023-06-02 15:05:00+01:00,1.074806571006775,1.074806571006775,1.074806571006775,1.074806571006775,1.0
2023-06-02 15:06:00+01:00,1.0746910572052002,1.0746910572052002,1.0746910572052002,1.0746910572052002,1.0
2023-06-02 15:07:00+01:00,1.0746910572052002,1.0746910572052002,1.0746910572052002,1.0746910572052002,1.0
2023-06-02 15:08:00+01:00,1.0746910572052002,1.0746910572052002,1.0746910572052002,1.0746910572052002,1.0
2023-06-02 15:09:00+01:00,1.074806571006775,1.074806571006775,1.074806571006775,1.074806571006775,1.0
2023-06-02 15:10:00+01:00,1.0749220848083496,1.0749220848083496,1.0749220848083496,1.0749220848083496,1.0
2023-06-02 15:11:00+01:00,1.0744600296020508,1.0744600296020508,1.0744600296020508,1.0744600296020508,1.0
2023-06-02 15:12:00+01:00,1.0746910572052002,1.0746910572052002,1.0746910572052002,1.0746910572052002,1.0
2023-06-02 15:13:00+01:00,1.0745755434036255,1.0745755434036255,1.0745755434036255,1.0745755434036255,1.0
2023-06-02 15:14:00+01:00,1.0744600296020508,1.0744600296020508,1.0744600296020508,1.0744600296020508,1.0
2023-06-02 15:15:00+01:00,1.0744600296020508,1.0744600296020508,1.0744600296020508,1.0744600296020508,1.0
2023-06-02 15:16:00+01:00,1.074806571006775,1.074806571006775,1.074806571006775,1.074806571006775,1.0
2023-06-02 15:17:00+01:00,1.0742292404174805,1.0742292404174805,1.0742292404174805,1.0742292404174805,1.0
2023-06-02 15:18:00+01:00,1.0741138458251953,1.0741138458251953,1.0741138458251953,1.0741138458251953,1.0
2023-06-02 15:19:00+01:00,1.0743446350097656,1.0743446350097656,1.0743446350097656,1.0743446350097656,1.0
2023-06-02 15:20:00+01:00,1.0742292404174805,1.0742292404174805,1.0742292404174805,1.0742292404174805,1.0
2023-06-02 15:21:00+01:00,1.0739984512329102,1.0739984512329102,1.0739984512329102,1.0739984512329102,1.0
2023-06-02 15:22:00+01:00,1.0735372304916382,1.0735372304916382,1.0735372304916382,1.0735372304916382,1.0
2023-06-02 15:23:00+01:00,1.0730764865875244,1.0730764865875244,1.0730764865875244,1.0730764865875244,1.0
2023-06-02 15:24:00+01:00,1.0730764865875244,1.0730764865875244,1.0730764865875244,1.0730764865875244,1.0
2023-06-02 15:25:00+01:00,1.072961449623108,1.072961449623108,1.072961449623108,1.072961449623108,1.0
2023-06-02 15:26:00+01:00,1.0728462934494019,1.0728462934494019,1.0728462934494019,1.0728462934494019,1.0
2023-06-02 15:27:00+01:00,1.0727311372756958,1.0727311372756958,1.0727311372756958,1.0727311372756958,1.0
2023-06-02 15:28:00+01:00,1.0731916427612305,1.0731916427612305,1.0731916427612305,1.0731916427612305,1.0
2023-06-02 15:29:00+01:00,1.0730764865875244,1.0730764865875244,1.0730764865875244,1.0730764865875244,1.0
2023-06-02 15:30:00+01:00,1.0730764865875244,1.0730764865875244,1.0730764865875244,1.0730764865875244,1.0
2023-06-02 15:31:00+01:00,1.0730764865875244,1.0730764865875244,1.0730764865875244,1.0730764865875244,1.0
2023-06-02 15:32:00+01:00,1.072961449623108,1.072961449623108,1.072961449623108,1.072961449623108,1.0
2023-06-02 15:33:00+01:00,1.072961449623108,1.072961449623108,1.072961449623108,1.072961449623108,1.0
2023-06-02 15:34:00+01:00,1.0726161003112793,1.0726161003112793,1.0726161003112793,1.0726161003112793,1.0
2023-06-02 15:35:00+01:00,1.0730764865875244,1.0730764865875244,1.0730764865875244,1.0730764865875244,1.0
2023-06-02 15:36:00+01:00,1.073306918144226,1.073306918144226,1.073306918144226,1.073306918144226,1.0
2023-06-02 15:37:00+01:00,1.0735372304916382,1.0735372304916382,1.0735372304916382,1.0735372304916382,1.0
2023-06-02 15:38:00+01:00,1.0738831758499146,1.0738831758499146,1.0738831758499146,1.0738831758499146,1.0
2023-06-02 15:39:00+01:00,1.0735372304916382,1.0735372304916382,1.0735372304916382,1.0735372304916382,1.0
2023-06-02 15:40:00+01:00,1.0735372304916382,1.0735372304916382,1.0735372304916382,1.0735372304916382,1.0
2023-06-02 15:41:00+01:00,1.0735372304916382,1.0735372304916382,1.0735372304916382,1.0735372304916382,1.0
2023-06-02 15:42:00+01:00,1.0736525058746338,1.0736525058746338,1.0736525058746338,1.0736525058746338,1.0
2023-06-02 15:43:00+01:00,1.0736525058746338,1.0736525058746338,1.0736525058746338,1.0736525058746338,1.0
2023-06-02 15:44:00+01:00,1.0735372304916382,1.0735372304916382,1.0735372304916382,1.0735372304916382,1.0
2023-06-02 15:45:00+01:00,1.0735372304916382,1.0735372304916382,1.0735372304916382,1.0735372304916382,1.0
2023-06-02 15:46:00+01:00,1.0734220743179321,1.0734220743179321,1.0734220743179321,1.0734220743179321,1.0
2023-06-02 15:47:00+01:00,1.0730764865875244,1.0730764865875244,1.0730764865875244,1.0730764865875244,1.0
2023-06-02 15:48:00+01:00,1.0730764865875244,1.0730764865875244,1.0730764865875244,1.0730764865875244,1.0
2023-06-02 15:49:00+01:00,1.0731916427612305,1.0731916427612305,1.0731916427612305,1.0731916427612305,1.0
2023-06-02 15:50:00+01:00,1.072961449623108,1.072961449623108,1.072961449623108,1.072961449623108,1.0
2023-06-02 15:51:00+01:00,1.0728462934494019,1.0728462934494019,1.0728462934494019,1.0728462934494019,1.0
2023-06-02 15:52:00+01:00,1.0730764865875244,1.0730764865875244,1.0730764865875244,1.0730764865875244,1.0
2023-06-02 15:53:00+01:00,1.0730764865875244,1.0730764865875244,1.0730764865875244,1.0730764865875244,1.0
2023-06-02 15:54:00+01:00,1.0728462934494019,1.0728462934494019,1.0728462934494019,1.0728462934494019,1.0
2023-06-02 15:55:00+01:00,1.0728462934494019,1.0728462934494019,1.0728462934494019,1.0728462934494019,1.0
2023-06-02 15:56:00+01:00,1.0727311372756958,1.0727311372756958,1.0727311372756958,1.0727311372756958,1.0
2023-06-02 15:57:00+01:00,1.0725010633468628,1.0725010633468628,1.0725010633468628,1.0725010633468628,1.0
2023-06-02 15:58:00+01:00,1.0727311372756958,1.0727311372756958,1.0727311372756958,1.0727311372756958,1.0
2023-06-02 15:59:00+01:00,1.0725010633468628,1.0725010633468628,1.0725010633468628,1.0725010633468628,1.0
2023-06-02 16:00:00+01:00,1.0731916427612305,1.0731916427612305,1.0731916427612305,1.0731916427612305,1.0
2023-06-02 16:01:00+01:00,1.0728462934494019,1.0728462934494019,1.0728462934494019,1.0728462934494019,1.0
2023-06-02 16:02:00+01:00,1.0728462934494019,1.0728462934494019,1.0728462934494019,1.0728462934494019,1.0
2023-06-02 16:03:00+01:00,1.0726161003112793,1.0726161003112793,1.0726161003112793,1.0726161003112793,1.0
2023-06-02 16:04:00+01:00,1.0727311372756958,1.0727311372756958,1.0727311372756958,1.0727311372756958,1.0
2023-06-02 16:05:00+01:00,1.0728462934494019,1.0728462934494019,1.0728462934494019,1.0728462934494019,1.0
2023-06-02 16:06:00+01:00,1.072961449623108,1.072961449623108,1.072961449623108,1.072961449623108,1.0
2023-06-02 16:08:00+01:00,1.0731916427612305,1.0731916427612305,1.0731916427612305,1.0731916427612305,1.0
2023-06-02 16:09:00+01:00,1.072961449623108,1.072961449623108,1.072961449623108,1.072961449623108,1.0
2023-06-02 16:10:00+01:00,1.072961449623108,1.072961449623108,1.072961449623108,1.072961449623108,1.0
2023-06-02 16:11:00+01:00,1.072961449623108,1.072961449623108,1.072961449623108,1.072961449623108,1.0
2023-06-02 16:12:00+01:00,1.072961449623108,1.072961449623108,1.072961449623108,1.072961449623108,1.0
2023-06-02 16:13:00+01:00,1.0730764865875244,1.0730764865875244,1.0730764865875244,1.0730764865875244,1.0
2023-06-02 16:14:00+01:00,1.0731916427612305,1.0731916427612305,1.0731916427612305,1.0731916427612305,1.0
2023-06-02 16:15:00+01:00,1.0731916427612305,1.0731916427612305,1.0731916427612305,1.0731916427612305,1.0
2023-06-02 16:16:00+01:00,1.0731916427612305,1.0731916427612305,1.0731916427612305,1.0731916427612305,1.0
2023-06-02 16:17:00+01:00,1.0731916427612305,1.0731916427612305,1.0731916427612305,1.0731916427612305,1.0
2023-06-02 16:18:00+01:00,1.0730764865875244,1.0730764865875244,1.0730764865875244,1.0730764865875244,1.0
2023-06-02 16:19:00+01:00,1.0731916427612305,1.0731916427612305,1.0731916427612305,1.0731916427612305,1.0
2023-06-02 16:20:00+01:00,1.0728462934494019,1.0728462934494019,1.0728462934494019,1.0728462934494019,1.0
2023-06-02 16:21:00+01:00,1.0728462934494019,1.0728462934494019,1.0728462934494019,1.0728462934494019,1.0
2023-06-02 16:22:00+01:00,1.072961449623108,1.072961449623108,1.072961449623108,1.072961449623108,1.0
2023-06-02 16:23:00+01:00,1.072961449623108,1.072961449623108,1.072961449623108,1.072961449623108,1.0
2023-06-02 16:24:00+01:00,1.072961449623108,1.072961449623108,1.072961449623108,1.072961449623108,1.0
2023-06-02 16:25:00+01:00,1.072961449623108,1.072961449623108,1.072961449623108,1.072961449623108,1.0
2023-06-02 16:26:00+01:00,1.0730764865875244,1.0730764865875244,1.0730764865875244,1.0730764865875244,1.0
2023-06-02 16:27:00+01:00,1.0731916427612305,1.0731916427612305,1.0731916427612305,1.0731916427612305,1.0
2023-06-02 16:28:00+01:00,1.0731916427612305,1.0731916427612305,1.0731916427612305,1.0731916427612305,1.0
2023-06-02 16:29:00+01:00,1.0731916427612305,1.0731916427612305,1.0731916427612305,1.0731916427612305,1.0
2023-06-02 16:30:00+01:00,1.072961449623108,1.072961449623108,1.072961449623108,1.072961449623108,1.0
2023-06-02 16:31:00+01:00,1.072961449623108,1.072961449623108,1.072961449623108,1.072961449623108,1.0
2023-06-02 16:32:00+01:00,1.0730764865875244,1.0730764865875244,1.0730764865875244,1.0730764865875244,1.0
